reference,model,price,mileage,power_kW,power_CH,etat,proprietaires_prec.,dernier_controle_technique,garantie,carnet_dentretien,marque,n_dannonce,annee,couleur_exterieure,type_de_peinture,couleur_originale,carrosserie,transmission,vitesses,cylindree,cylindres,poids_a_vide,description,url
as24_bac8654a-1394-4ebe-ba3c-b8127c584475,Yamaha Niken,9290,6347.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Yamaha,2026040,2019,Argent,,Argent,Routière,,,850 cm³,0,,"Yamaha Niken 850 de fvrier 2019, avec 6347km. Aucun frais prvoir, entretiens jours. Garantie constructeur jusqu'en fvrier 2021. Reprise, financement et assurance possible. Demandez Florian au 01.45.22.74.90",https://www.autoscout24.fr/offres/yamaha-niken-850-gt-essence-argent-bac8654a-1394-4ebe-ba3c-b8127c584475
as24_24289d12-b203-4ba9-9283-172da0051195,Yamaha,10390,4700.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Yamaha,2042312,2019,Noir,,Noir,Scooter,,,530 cm³,0,,"maxi scooter en trs bon tat, rvision faite, bulle sport, version DX (poigne et selle chauffant, bulle lectrique, D mode CREDIT REPRISE OU ECHANGE POSSIBLE LIVRAISON EXPEDITION EN FRANCE a partir de 240 ttc",https://www.autoscout24.fr/offres/yamaha-essence-noir-24289d12-b203-4ba9-9283-172da0051195
as24_dbef3cd8-0b1a-4fc4-9203-9a645ded4449,Piaggio Zip II 50,900,9000.0,37.0,50.0,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Piaggio,,2014,Blanc,,,Autres,,,,0,,revisé et entretenu. démarre au quart aucun frais à prevoir. carte grise à mon nom vendu avec un casque 9000km 900 euros,https://www.autoscout24.fr/offres/piaggio-zip-ii-50-origine-essence-2-temps-blanc-dbef3cd8-0b1a-4fc4-9203-9a645ded4449
as24_fe2eba98-40e4-4d82-a439-c4c46bcb7eb8,Suzuki RV 50,1490,2499.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Suzuki,2044745,1973,Orange,,Orange,Autres,,,50 cm³,0,,"Suzuki Vanvan RV50 - Dmarre - A rviser (nettoyage carbu, bougie, vidange etc) - Carte grise Franaise - Moteur 2 temps - Livraison Bouches du Rhne = 156 - Livraison en France hors Corse = 276 - Livraison Portugal / Espagne = MONCAO +351 912 127 178 / moncaotir@gmail.com - Livraison Allemagne / Belgique = ANATRANS +32 56 84 36 22 / annatrans@sdgg.be Rfrence = 52098 - Documents fournis la vente : Carte grise Japonaise (original) Facture Certificat de cession rv90, rv125, rv200, 90, 125, rv, motra, chappy, monkey, baja, dax, 70, st",https://www.autoscout24.fr/offres/suzuki-rv-50-vanvan-essence-orange-fe2eba98-40e4-4d82-a439-c4c46bcb7eb8
as24_33246de1-3ddb-4627-8b44-e76d368944aa,Yamaha MT-09,7999,2200.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Yamaha,1935164,2013,Orange,,ORANGE,Routière,,,850 cm³,0,,"Moto de collaborateur et d 'exposition , modle 2014, quipe : 2 pneus Michelin power cup support de plaque ar+ clignotants av et ar leds+ levier de frein et d 'embrayage taills dans la masse, copes d'air, grille de protection radiateur, saute vent , diabolos alu, patins de protections top block, ligne akra, peinture copes ar ,valeur des accessoires : 3100 ,garantie et rvise, reprise et financement possible, livraison dans toute la france.",https://www.autoscout24.fr/offres/yamaha-mt-09-essence-orange-33246de1-3ddb-4627-8b44-e76d368944aa
as24_6fe3e1b2-7b80-4194-94e2-be3505ccfa89,Honda Gold Wing,26490,9900.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Honda,1995244,2018,Rouge,,Bordeaux,Routière,,,1.833 cm³,0,,Honda Goldwing Touring DCT 1800 Premire main tat neuf. Garantie jusqu&#39en Mars 2022. 26490 hors immatriculation. Financement possible. POUR TOUTE INFORMATION APPELEZ AU 04.95.59.27.70 ET DEMANDEZ FREDERIC,https://www.autoscout24.fr/offres/honda-gold-wing-touring-dct-airbag-2018-1833-essence-rouge-6fe3e1b2-7b80-4194-94e2-be3505ccfa89
as24_ba6e1f97-cfc4-4d35-a33b-0bb203dec021,Autres,6999,19100.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,,2050102,2004,Noir,,Noir,Custom,,,883 cm³,0,,TRES BELLE HD 883 1ERE MAIN A JOUR D ENTRETIEN ETAT IRREPROCHABLE FINANCEMENT ET LIVRAISON POSSIBLE,https://www.autoscout24.fr/offres/others-others-harley-davidson-essence-noir-ba6e1f97-cfc4-4d35-a33b-0bb203dec021
as24_44d2a1aa-623a-4e85-8361-ca94dd0f9c70,Yamaha FJR 1300,14500,17800.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Yamaha,1931682,2017,Gris,,GRIS ANTHRACITE,Routière,,,1.300 cm³,0,,"Vends trs belle YAMAHA FJR 1300 AE premire main achete dans notre groupe. Entretien jour, le pneu avant sera neuf. Aucun frais prvoir. Reprise possible sous conditions. Devis gratuit pour tout renseignement complmentaire, demandez SYLVAIN : 01.60.80.67.88.",https://www.autoscout24.fr/offres/yamaha-fjr-1300-ae-essence-gris-44d2a1aa-623a-4e85-8361-ca94dd0f9c70
as24_989f4dbf-77ca-ec59-e053-0100007feccc,Yamaha YZF-R1,5300,24800.0,74.0,101.0,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Yamaha,,2004,Bleu,,,,Boîte manuelle,6.0,1.000 cm³,4,172 kg,"Bonjour, je vends mon Yamaha YZF-R1 avec peinture persoLissage des clignotants AV et intégrés dans les optiques, bulle teintéeMoto propre et entretenue, temps de chauffe respecté, nettoyage après chaque sortie.Dort dans un garage, batterie neuve, aucun frais à prévoirIndicateur de rapport engagé, durite aviation av/ar3 clés dont la clé codée rougeElle est en full et n'a jamais fait de pisteAucun frais à prévoir",https://www.autoscout24.fr/offres/yamaha-yzf-r1-essence-bleu-989f4dbf-77ca-ec59-e053-0100007feccc
as24_4d874332-b129-4783-9474-759d9010b225,Indian Scout,16950,1313.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Indian,2043597,2019,Rouge,,Rouge,Custom,,,1.131 cm³,0,,"MODELE UNIQUE, PREPARATION REALISEE PAR NOS SOINS, 1ERE MAIN ET SEULEMENT 1000KMS. PRES DE 7000 D'ACCESSOIRES, PEINTURE COMPLETE NOIR MAT ET ROUGE MAT (950), ECHAPPEMENT S2 CONCEPT WEST INDIAN INOX BLACK (870), GARDE BOUE AV NOIR (350), KIT SELLE SUSPENDUE (525), CLIGNOS KELLERMANN (200), SOUFFLETS DE FOURCHE NOIR (210), KIT PLATEAUX REPOSES PIEDS (420), GUIDON BEACH BAR (120), SACOCHE LATERALE (300), COUVRE CULASSE NOIR THERMOLAQUE (360), FEU AR KELLERMANN BULLET (150) etc etc. A NE PAS RATER!! PRIX NEUF 23000. SCOUT SIXTY TWENTY HARLEY 883 SPORSTER FORTY EIGHT STREET BOB DYNA",https://www.autoscout24.fr/offres/indian-scout-essence-rouge-4d874332-b129-4783-9474-759d9010b225
as24_5564880b-98a4-45fa-b8fb-d253bcef784b,Yamaha X-Max 300,4700,2303.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Yamaha,2041917,2018,Gris,,Gris,Scooter,,,300 cm³,0,,YAMAHA XMAX 300 ABS 1ERE MAIN DU 08/2018. HISTORIQUE ENTRETIEN COMPLET. GARANTIE 3 MOIS EXTENSION 12 MOIS. POSSIBILITE DE REPRISE. FLORIAN CONCESSION YAMAHA LA ROCHELLE 05.46.44.91.11,https://www.autoscout24.fr/offres/yamaha-x-max-300-abs-essence-gris-5564880b-98a4-45fa-b8fb-d253bcef784b
as24_68f6fbdb-4678-4ed1-a90c-0620548c81c3,Honda CB 1000,12999,404.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Honda,1980750,2019,,,,Roadster,,,1.000 cm³,0,,"Marque : HONDA Modle : CB 1000 R + PLUS Coloris : ARGENT Anne : 26/06/2019 KILOMETRAGE: 404 KMS MOTO DE RVISE ET GARANTIE JUSQU'AU 25/06/2021. EQUIPEMENTS DE SERIE : SAUT DE VENT ALUGARNITURES DE GARDE BOUE AVANT ALUGARNITURES DE GARDE BOUE ARRIERE ALUGRILLE DE RADIATEUR CAPOT DE SELLEPOIGNEES CHAUFFANTESSHIFTER HAUT / BAS ETAT:COMME NEUF. ASSURANCE, FINANCEMENT, REPRISE POSSIBLES. LIVRAISON, NOUS CONSULTER POUR PLUS D'INFORMATIONS, NHSITEZ PAS A NOUS CONTACTER PAR TLPHONE. A BIENTOT ! -LECONTE MOTOS CONCESSION HONDAACCESSOIRISTE MOTO AXXEREPARATION TOUTES MARQUES 1, rue des petits prs35132 Vezin le coquetTl : 02 99 83 42 92Fax : 02 23 45 08 72",https://www.autoscout24.fr/offres/honda-cb-1000-r-essence-68f6fbdb-4678-4ed1-a90c-0620548c81c3
as24_e835d40c-329a-4c30-8522-b504298fa237,Suzuki Katana 1000,10990,3800.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Suzuki,2045917,2019,Argent,,Argent,Roadster,,,1.000 cm³,0,,SUZUKI KATANA 1000 KILOMTRAGE : 3 800 km OPTIONS : - Vhicule trs bon tat - Aucun consommable prvoir - Silencieux AKRAPOVIC - Garantie 3 mois,https://www.autoscout24.fr/offres/suzuki-katana-1000-essence-argent-e835d40c-329a-4c30-8522-b504298fa237
as24_ebe868a7-9b10-41ea-aa36-f9bcf71c0a55,Honda Forza 125,3190,22670.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Honda,2033911,2018,Rouge,,Rouge,Scooter,,,125 cm³,0,,"HONDA Forza 125, 1ere main, garantie 12 mois. Il est quip de poignes chauffantes.  Contactez Joseph ou Bertrand au 03.89.41.27.54 ou par mail: honda@stey-motos.fr ou commercial@stey-motos.fr STEY MOTOS concessionnaire Honda La passion et l&#39expriencede la moto a votre service depuis plus de 50 ans.",https://www.autoscout24.fr/offres/honda-forza-125-abs-essence-rouge-ebe868a7-9b10-41ea-aa36-f9bcf71c0a55
as24_27402d06-ecf3-4137-87f3-c6d286e442b8,Yamaha MT-09,5290,28365.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Yamaha,2042200,2015,Argent,,Argent,Roadster,,,847 cm³,0,,MT09 MT 09,https://www.autoscout24.fr/offres/yamaha-mt-09-sport-tr-essence-argent-27402d06-ecf3-4137-87f3-c6d286e442b8
as24_2779888b-029d-4a7d-bb99-6ed00f23e855,Kawasaki Ninja H2,11999,43015.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Kawasaki,2045827,2018,Vert,,Vert,Routière,,,1.000 cm³,0,,"Moto Kawasaki H2 Modle : H2SX Coloris : Gris Mise en circulation : 30/03/2018 Kilomtrage : 43 015 kms Observations : -1re main -Trs bon tat -Entretien jour -Aucun consommable prvoir Accessoire : -Valises -poignes chauffantes -patin de protection -graisseur d'huile Prix tarif : 11 999 Moto garantie 6 mois moteur Location, Reprise, financement et Assurance Possible Vous pouvez retrouver toutes nos occasions sur notre site internet cholet-motos.fr  Retrouvez toutes nos occasions sur notre site Cholet-motos.fr  CHOLET-MOTOS 8 Avenue Francis Bouet 49300 CHOLET Concessionnaire : Suzuki, Kawasaki, Aprilia, Piaggio, Gilera, Vespa et Mash Magasin partenaire Moto Axxe Horaires d'ouverture : Du mardi au vendredi 9h00-12H00 ; 14h00-19H00 Le samedi 9H00-12H00 ; 14H00-18H00 Tlphone : 02.41.62.24.19 Mail : commercial@cholet-motos.fr",https://www.autoscout24.fr/offres/kawasaki-ninja-h2-sx-essence-vert-2779888b-029d-4a7d-bb99-6ed00f23e855
as24_429ddd00-7a3a-448f-8528-1a046af76c93,Honda CB 1000,4490,44480.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Honda,1996065,2010,Rouge,,Rouge,Roadster,,,1.000 cm³,0,,"HONDA CB1000R ABS Tres bon etat , aucun frais a prevoir. Accessoires : silencieux, support de plaque , G.B. arr saut de vent ...",https://www.autoscout24.fr/offres/honda-cb-1000-r-abs-essence-rouge-429ddd00-7a3a-448f-8528-1a046af76c93
as24_6e6aa817-4344-4eaa-9328-98dbd7ea43ea,Suzuki,3950,21171.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Suzuki,2018152,2007,Noir,,Noir,Scooter,,,650 cm³,0,,Garantie 3 mois.,https://www.autoscout24.fr/offres/suzuki-essence-noir-6e6aa817-4344-4eaa-9328-98dbd7ea43ea
as24_f209dd4d-be30-4092-a451-a950cc9b3e36,Suzuki Burgman 650,7390,17500.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Suzuki,2030079,2017,Gris,,Gris,Scooter,,,650 cm³,0,,OPTION : TABLIER / POIGNEE CHAUFFANTE / SIEGE CHAUFFANT / RETRO ELECTRIQUE RABATABLE / BULLE ELECTRIQUE .,https://www.autoscout24.fr/offres/suzuki-burgman-650-essence-gris-f209dd4d-be30-4092-a451-a950cc9b3e36
as24_d35ec98e-6d81-4141-8ad1-1415932cd113,Piaggio MP3 400,1390,32666.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Piaggio,2011074,2009,Bleu,,Bleu,Scooter,,,400 cm³,0,,"Maxiscooter accident PIAGGIO MP3 400 LT en procdure RSV VEHICULE EN PROCEDURE RSV - Si vous tes un particulier, vendue uniquement pour la pice dtache (rcupration de pices, piste, circuit, comptition, stunt) - Si vous tes professionnel, ce vhicule vous sera vendu avec son dossier RSV complet (1er rapport d'expertise et carte grise originale) - Livraison en France possible - Vente l'export possible",https://www.autoscout24.fr/offres/piaggio-mp3-400-lt-essence-bleu-d35ec98e-6d81-4141-8ad1-1415932cd113
as24_1557eced-c526-46d7-8149-47b16308dd34,Yamaha TMAX 530,8900,4031.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Yamaha,1842225,2014,Blanc,,BLANC,Scooter,,,500 cm³,0,,YAMAHA TMAX 530 WHITE ABS 2014. 4031kms 1er main Silencieux Akra noir Tmax Support de plaque Rizoma Poignée Rizoma Bulle Noir + Bulle origine et pot origine. financement et livraison possible,https://www.autoscout24.fr/offres/yamaha-tmax-530-abs-white-max-essence-blanc-1557eced-c526-46d7-8149-47b16308dd34
as24_d25f2518-4987-402a-9107-2a1a0c3a42e8,Suzuki Burgman 400,3190,30727.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Suzuki,2047178,2016,Argent,,Argent,Scooter,,,400 cm³,0,,SUZUKI BURGMAN 400 RIEN A PREVOIR SUR LE VEHICULE REVISION A JOUR POSSIBILITE D'ENVOI ET VISIBLE A MOTORAMA MONTLUCON,https://www.autoscout24.fr/offres/suzuki-burgman-400-essence-argent-d25f2518-4987-402a-9107-2a1a0c3a42e8
as24_3c6dff37-7ac5-4665-b5f4-053e6817d6fd,Suzuki,3399,42200.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Suzuki,2042136,2007,Noir,,Noir,Routière,,,650 cm³,0,,BELLE 650 BANDIT S POSSIBILITE A2 A JOUR D ENTRETIEN LIVRAISON POSSIBLE,https://www.autoscout24.fr/offres/suzuki-essence-noir-3c6dff37-7ac5-4665-b5f4-053e6817d6fd
as24_d48a1ce7-daef-45dd-9166-bf5c65aa8c75,Yamaha MT-03,4999,3292.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Yamaha,2046415,2021,Gris,,Gris,Roadster,,,320 cm³,0,,"--- Accessible avec le permis A2 --- Modle 2019 immatricul en 2021 Rvise, aucun frais prvoir Garantie constructeur jusqu'au 08/01/2023 Assurance, reprise, extension de garantie et financement possibles",https://www.autoscout24.fr/offres/yamaha-mt-03-300-essence-gris-d48a1ce7-daef-45dd-9166-bf5c65aa8c75
as24_a510ba45-86d9-4a04-b871-72324c10a281,BMW F 650 CS,2490,22000.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,BMW,2049962,2002,Gris,,Gris,Roadster,,,650 cm³,0,,BON ETAT GENERAL - DEPOT-VENTE,https://www.autoscout24.fr/offres/bmw-f-650-cs-essence-gris-a510ba45-86d9-4a04-b871-72324c10a281
as24_4af67ad3-c3ed-4ef1-9858-9d4e812b7d93,KTM 690 SMC,9690,5450.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,KTM,1984565,2019,,,,,,,690 cm³,0,,"SMC R 690 DU 24/05/2019. 1iere MAIN, PARFAIT ETAT, CHAPPEMENT AKRAPOVIC, 2 PNEUS NEUFS, GARANTIE JUSQU'A MAI 2021",https://www.autoscout24.fr/offres/ktm-690-smc-r-essence-4af67ad3-c3ed-4ef1-9858-9d4e812b7d93
as24_78df22a6-d525-4e62-9243-bcaa3b9c690c,Suzuki Burgman 650,1890,23067.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Suzuki,2032169,2005,Bleu,,Bleu,Scooter,,,650 cm³,0,,"Maxiscooter accidnet SUZUKI AN 650 BURGMAN en procdure RSV N de rfrence : 50933 VEHICULE EN PROCEDURE RSV - Si vous tes un particulier, vendue uniquement pour la pice dtache (rcupration de pices, piste, circuit, comptition, stunt) - Si vous tes professionnel, ce vhicule vous sera vendu avec son dossier RSV complet (1er rapport d'expertise et carte grise originale) - Livraison en France possible - Vente l'export possible",https://www.autoscout24.fr/offres/suzuki-burgman-650-essence-bleu-78df22a6-d525-4e62-9243-bcaa3b9c690c
as24_717a867d-ab24-4549-9fa0-3d234521da9f,Honda Forza 300,4590,15930.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Honda,2034405,2018,Noir,,Noir,Scooter,,,300 cm³,0,,RIEN A PREVOIR _Options : TABLIER DE PROTECTION,https://www.autoscout24.fr/offres/honda-forza-300-abs-essence-noir-717a867d-ab24-4549-9fa0-3d234521da9f
as24_6e536982-5ff8-4fb0-9ee1-c38506e8a219,Kymco Xciting 400i,3690,19808.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Kymco,2020588,2016,Noir,,Noir,Scooter,,,400 cm³,0,,"KYMCO X-CITING 400 IE 1ERE IMMAT : 06/2016 19808 KMS 2IEME MAIN REVISE / COURROIE + GALET NEUFS / PNEUS AV + AR NEUF / PLQUETTES DE FREINS AV NEUVES... OPTIONS : TABLIER HONDA, YAMAHA, SUZUKI, PEUGEOT, SYM, PIAGGIO, FORZA 300, XMAX 300, BURGMAN 400, 650, MAXSYM 400, X10,",https://www.autoscout24.fr/offres/kymco-xciting-400i-essence-noir-6e536982-5ff8-4fb0-9ee1-c38506e8a219
as24_90656566-74e6-4485-8b60-3850a0ac223e,KTM,6290,43760.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,KTM,2048854,2010,Gris,,GRIS,Enduro,,,990 cm³,0,,"Options : Garantie 3 mois avec possibilit d'extension 12 mois, 1re main, sacoches souples latrales, top case, sabot alu, tampons de protection, bquille centrale, kit chaine neuf LA MAISON DE LA MOTO - 06250 MOUGINS - FRANCE Tel :04.93.75.18.40 - email : info@maisondelamoto.fr Website: http://www.maisondelamoto.fr",https://www.autoscout24.fr/offres/ktm-essence-gris-90656566-74e6-4485-8b60-3850a0ac223e
as24_6b0ecb00-456e-4c09-9974-6bdb02b05d86,Yamaha YZ 250,5990,20.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Yamaha,1936188,2017,Bleu,,BLEU,Cross,,,250 cm³,0,,"Vends trs belle YAMAHA YZ 250 F 2018 premire main achete dans notre concession. Elle est en dpt-vente. L'entretien vient d'tre effectu. Aucun frais prvoir. Pas de reprise. N'hsitez pas me contacter pour tout renseignement, demandez SYLVAIN : 01.60.80.67.88.",https://www.autoscout24.fr/offres/yamaha-yz-250-f-cross-essence-bleu-6b0ecb00-456e-4c09-9974-6bdb02b05d86
as24_fa42fdfe-32a9-4338-9e6a-3b7d5816ca4c,Oldtimer,980,94820.0,,,Ancêtre,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Oldtimer,1985211,1998,Bleu,,BLEU,Roadster,,,600 cm³,0,,Options : Garantie 3 mois avec possibilit d'extension 12 mois LA MAISON DE LA MOTO - 06250 MOUGINS - FRANCE Tel :04.93.75.18.40 - email : info@maisondelamoto.fr Website: http://www.maisondelamoto.fr,https://www.autoscout24.fr/offres/oldtimer-others-suzuki-essence-bleu-fa42fdfe-32a9-4338-9e6a-3b7d5816ca4c
as24_17771ee8-4f9b-4d94-b5b8-61da15b824a3,Suzuki Burgman 650,2999,40792.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Suzuki,1957757,2003,Vert,,Vert,Scooter,,,650 cm³,0,,"Maxi-scooter G.T. d'occasion mis en circulation novembre 2003. Entretien annuel effectu en atelier. Envoi du dossier photos complet sur demande. Maxiscooter disponible immdiatement la concession - en dpt-vente, pas de reprise possible.",https://www.autoscout24.fr/offres/suzuki-burgman-650-essence-vert-17771ee8-4f9b-4d94-b5b8-61da15b824a3
as24_79fdfca6-ef73-4bae-8e97-e9a5c4c07e06,Yamaha Niken,11500,12670.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Yamaha,2019857,2018,Noir,,Noir,Routière,,,847 cm³,0,,"PACK GT, CRASH BAR SW-MOTECH, PROTECTION DE FOURCHE",https://www.autoscout24.fr/offres/yamaha-niken-essence-noir-79fdfca6-ef73-4bae-8e97-e9a5c4c07e06
as24_f6f4f110-7c17-48f4-925e-f3b145245419,Honda X-ADV,10599,2600.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Honda,1994773,2018,Argent,,Argent,Scooter,,,750 cm³,0,,HONDA X ADV 750 anne 2018 Garantie jusqu&#39en Septembre 2020. Possibilit d&#39extension de garantie jusqu&#39en Septembre 2023. Financement possible. 10599 hors immatriculation. Possibilit de le Brider pour le permis A2 avec un supplment de 300 POUR TOUTE INFORMATION APPELEZ AU 04.95.59.27.70 ET DEMANDEZ FREDERIC,https://www.autoscout24.fr/offres/honda-x-adv-750-essence-argent-f6f4f110-7c17-48f4-925e-f3b145245419
as24_9c877d1d-1724-4dc1-a55b-1e93c193ee38,Yamaha MT-07,6390,300.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Yamaha,2039709,2020,Bleu,,Bleu,Roadster,,,695 cm³,0,,"Yamaha MT-07 2020 A2 Moto cole : Vhicule en excellent tat, Trs peux de kilomtre, Vhicule en rodage. Equipements motos coles offert ! !! Vhicule rserver uniquement au Auto Moto cole. !! Financement en LOA Ballon ( Hors Taxe): 24 mois => 149.75 HT / mois 36 mois => 115.36HT / mois 48 mois => 103,04HT / mois",https://www.autoscout24.fr/offres/yamaha-mt-07-47-5cv-essence-bleu-9c877d1d-1724-4dc1-a55b-1e93c193ee38
as24_d761a949-c3e0-4db9-a430-fc0a0be0f949,Honda F 6 C,8990,65800.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Honda,2016454,1999,Rouge,,Rouge,Custom,,,1.500 cm³,0,,"Honda GL1500C F6C du 03/05/1999 avec 65800 kms. 1er main excellent etat . Entretien a jour Garantie mecanique 3mois . Altitude Moto , 2 Avenue Gabriel Peri , 38400 St Martin D&#39Heres .",https://www.autoscout24.fr/offres/honda-f-6-c-1500-essence-rouge-d761a949-c3e0-4db9-a430-fc0a0be0f949
as24_12ec7342-2273-4e30-8ea3-bd36e086d4be,BMW R 1200 GS,8490,42866.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,BMW,2046632,2009,Argent,,Argent,Enduro,,,1.200 cm³,0,,"BMW R 1200 GS gris/argent Premire mise en circulation 04/06/2009 Trs bon tat Documents fournis lors de la vente : carte grise franaise et livret de bord. Garantie 3 mois Possibilit de financement - Livraison Bouches du Rhne = 156 - Livraison en France hors Corse = 276 - Livraison Portugal / Espagne = MONCAO +351 912 127 178 / moncaotir@gmail.com - Livraison Allemagne / Belgique = ANATRANS +32 56 84 36 22 / annatrans@sdgg.be BMW, F, R, K, 1200, 1250, 1600, RT, GT, GS",https://www.autoscout24.fr/offres/bmw-r-1200-gs-essence-argent-12ec7342-2273-4e30-8ea3-bd36e086d4be
as24_be76c7c2-7a96-4131-99a5-0eb103d60922,Honda Forza 125,4789,756.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Honda,2045610,2021,Rouge,,Bordeaux,Scooter,,,125 cm³,0,,"La concession Honda Folie mericourt vous propose un Forza 125 rouge de janvier 2021 avec peux de kilomtres, nous avons le carnet d'entretient ainsi que le manuel d'utilisateur. Il s'agit de la dernire gnration de Forza L'entretient des 1000 kilomtres sera effectu pour la vente . Vhicule visible dans notre Showroom parisien. Le vhicule est disponible la rservation.",https://www.autoscout24.fr/offres/honda-forza-125-nss-essence-rouge-be76c7c2-7a96-4131-99a5-0eb103d60922
